Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank
2,"C Park, J Lee",Successful edge computing probability analysis in heterogeneous networks,2018,2018 IEEE International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8422276/,"https://scholar.google.com/scholar?cites=13591108827716667917&as_sdt=2005&sciodt=0,5&hl=en",282
1,"T Yamane, H Numata, JB Héroux, N Kanazawa…",Dimensionality reduction by reservoir computing and its application to iot edge computing,2018,… Conference on Neural …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-04167-0_58,"https://scholar.google.com/scholar?cites=15632927823499760570&as_sdt=2005&sciodt=0,5&hl=en",283
1,"C Bouras, N Kanakis",Al-fec application on ngmn-edge computing integrated systems,2018,2018 Tenth International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8437004/,"https://scholar.google.com/scholar?cites=8710246937714801473&as_sdt=2005&sciodt=0,5&hl=en",284
3,"AV Guglielmi, M Levorato…",A bayesian game theoretic approach to task offloading in edge and cloud computing,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8403695/,"https://scholar.google.com/scholar?cites=15287600697515450061&as_sdt=2005&sciodt=0,5&hl=en",285
1,S Dustdar,Edge computing in context—Research and engineering challenges,2018,2018 Fifth International Conference on Software …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8370410/,"https://scholar.google.com/scholar?cites=4335428146500042907&as_sdt=2005&sciodt=0,5&hl=en",286
2,"J Luo, X Deng, H Zhang, H Qi",Ultra-Low Latency Service Provision in Edge Computing,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8422645/,"https://scholar.google.com/scholar?cites=13640248954851729988&as_sdt=2005&sciodt=0,5&hl=en",287
1,"F Anton, T Borangiu, O Morariu, S Răileanu…",Decentralizing cloud robot services through edge computing,2018,… Conference on Robotics …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-00232-9_65,"https://scholar.google.com/scholar?cites=11588056695969163634&as_sdt=2005&sciodt=0,5&hl=en",288
1,"R Xu, B Palanisamy, J Joshi",QueryGuard: Privacy-Preserving Latency-Aware Query Optimization for Edge Computing,2018,"… On Trust, Security And Privacy In …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8456022/,"https://scholar.google.com/scholar?cites=509680368233074278&as_sdt=2005&sciodt=0,5&hl=en",289
2,"A Helmy, A Nayak",Toward parallel edge computing in long-reach pons,2018,IEEE/OSA Journal of Optical …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8472864/,"https://scholar.google.com/scholar?cites=14943703841546743964&as_sdt=2005&sciodt=0,5&hl=en",290
1,E Ohbuchi,Low power AI hardware platform for deep learning in edge computing,2018,2018 IEEE CPMT Symposium Japan (ICSJ),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8602619/,"https://scholar.google.com/scholar?cites=4658025870797050294&as_sdt=2005&sciodt=0,5&hl=en",291
1,"J Liu, G Shou, J Xue",Connectivity Enhancement of Edge Computing over Fiber-Wireless Access Networks for IoT,2018,2018 Asia Communications and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8596035/,"https://scholar.google.com/scholar?cites=13798219113155519974&as_sdt=2005&sciodt=0,5&hl=en",292
2,"K Sahlmann, T Schwotzer",Ontology-based virtual IoT devices for edge computing,2018,… of the 8th International Conference on the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3277593.3277597,"https://scholar.google.com/scholar?cites=10899607052062163334&as_sdt=2005&sciodt=0,5&hl=en",293
1,"Y Qiu, C Jiang, T Fan, J Wan",An edge computing platform for intelligent Internet data center operational monitoring,2018,… Numerical Simulation and Edge Computing,Springer,https://link.springer.com/chapter/10.1007/978-981-32-9987-0_2,"https://scholar.google.com/scholar?cites=4030629630988716607&as_sdt=2005&sciodt=0,5&hl=en",294
1,"M Zhao, W Wang, Y Wang…",Communication-efficient computation load scheduling for edge computing systems,2018,2018 10th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8555593/,"https://scholar.google.com/scholar?cites=8547990682169697793&as_sdt=2005&sciodt=0,5&hl=en",295
2,"J Zhang, H Guo, J Liu",Energy-Aware Task Offloading for Ultra-Dense Edge Computing,2018,… on Internet of Things (iThings) and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8726650/,"https://scholar.google.com/scholar?cites=12579009462697892237&as_sdt=2005&sciodt=0,5&hl=en",296
1,"C Zhong, X Yuan",Distributed Cloud Service Engine based on Edge Computing,2018,"… on Transportation & Logistics, Information & …",atlantis-press.com,https://www.atlantis-press.com/proceedings/tlicsc-18/25907279,"https://scholar.google.com/scholar?cites=11658442223678190630&as_sdt=2005&sciodt=0,5&hl=en",297
1,"Y Teranishi, T Kimata, H Yamanaka…",Supporting k-nearest service discoveries for large-scale edge computing environments,2018,2018 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647195/,"https://scholar.google.com/scholar?cites=15535348451211878991&as_sdt=2005&sciodt=0,5&hl=en",298
1,"J Zhao, L Wang, KK Wong, M Tao…",Energy and Latency Control for Edge Computing in Dense V2X Networks,2018,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1807.02311,"https://scholar.google.com/scholar?cites=16404678369067358800&as_sdt=2005&sciodt=0,5&hl=en",299
1,"Z Gao, Z Cheng, X Yang, H Lu, M Ye…",ECUE: An Edge Computing System for University Education,2018,2018 9th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8589343/,"https://scholar.google.com/scholar?cites=11831595484383866908&as_sdt=2005&sciodt=0,5&hl=en",300
2,"Y Wang, J Zhang, X Zhang, P Wang…",A Computation Offloading Strategy in Satellite Terrestrial Networks with Double Edge Computing,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8689224/,"https://scholar.google.com/scholar?cites=14243621065230058617&as_sdt=2005&sciodt=0,5&hl=en",301
2,"S Zhou, L Zhang",Smart Home Electricity Demand Forecasting System Based on Edge Computing,2018,2018 IEEE 9th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8663894/,"https://scholar.google.com/scholar?cites=9555957070556658168&as_sdt=2005&sciodt=0,5&hl=en",302
1,"B Chun, B Oh, C Cho, D Lee",Design and Implementation of Lightweight Messaging Middleware for Edge Computing,2018,… of the 6th International Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3284516.3284535,"https://scholar.google.com/scholar?cites=7377489944937162522&as_sdt=2005&sciodt=0,5&hl=en",303
1,"X Zhao, X Guo, Y Zhang, W Li",A Parallel-Batch Multi-Objective Job Scheduling Algorithm in Edge Computing,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8726858/,"https://scholar.google.com/scholar?cites=6017491262003676521&as_sdt=2005&sciodt=0,5&hl=en",304
2,"S Venugopal, M Gazzetti, Y Gkoufas…",Turn of the carousel-what does edge computing change for distributed applications?,2018,Proceedings of the 2018 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3231104.3231114,"https://scholar.google.com/scholar?cites=7259929113845868383&as_sdt=2005&sciodt=0,5&hl=en",305
1,"M Gribaudo, M Iacono, A Jakobik, J Kolodziej",Performance Optimisation Of Edge Computing Homeland Security Support Applications.,2018,ECMS,scs-europe.net,http://www.scs-europe.net/dlib/2018/ecms2018acceptedpapers/0440_dis_ecms2018_0847.pdf,"https://scholar.google.com/scholar?cites=265946442540704933&as_sdt=2005&sciodt=0,5&hl=en",306
1,I Satoh,A Framework for Edge Computing on Smart Meters,2018,2018 AEIT International Annual Conference,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8577317/,"https://scholar.google.com/scholar?cites=4243603158158863048&as_sdt=2005&sciodt=0,5&hl=en",307
1,"LA Steffenel, MK Pinheiro, LV Peres…",Strategies to implement edge computing in a P2P pervasive grid,2018,… in Research and …,igi-global.com,https://www.igi-global.com/chapter/strategies-to-implement-edge-computing-in-a-p2p-pervasive-grid/205973,"https://scholar.google.com/scholar?cites=7196335961803710372&as_sdt=2005&sciodt=0,5&hl=en",308
1,"R Bruschi, F Davoli, P Lago…",Personal services placement and low-latency migration in edge computing environments,2018,… IEEE Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8725635/,"https://scholar.google.com/scholar?cites=6986142647700908155&as_sdt=2005&sciodt=0,5&hl=en",309
2,"Y Jie, X Tang, KKR Choo, S Su, M Li, C Guo",Online task scheduling for edge computing based on repeated Stackelberg game,2018,Journal of Parallel and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0743731518305409,"https://scholar.google.com/scholar?cites=8860304104930263826&as_sdt=2005&sciodt=0,5&hl=en",310
1,"Z Qiu, T Hu, S Qi, S Liu, X Wang…",Automatic matching method for ocean observation elements based on edge computing,2018,2018 4th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8488645/,"https://scholar.google.com/scholar?cites=12421421847564614281&as_sdt=2005&sciodt=0,5&hl=en",311
3,"H Sedjelmaci, IB Jemaa, M Hadji…",Security Framework for Vehicular Edge Computing Network Based on Behavioral Game,2018,2018 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647348/,"https://scholar.google.com/scholar?cites=1056809354241577285&as_sdt=2005&sciodt=0,5&hl=en",312
1,"AF Aljulayfi, K Djemame",Simulation of an augmented reality application for driverless cars in an edge computing environment,2018,2018 Fifth International Symposium …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8651268/,"https://scholar.google.com/scholar?cites=5938457358352289475&as_sdt=2005&sciodt=0,5&hl=en",313
2,J Roostaei,IoT Based Edge and Cloud Computing for Smart Environmental Engineering Applications,2018,,researchgate.net,https://www.researchgate.net/profile/Javad_Roostaei/publication/326263861_IoT-based_Edge_and_Cloud_Computing_for_Smart_Environmental_Engineering_Applications/links/5b42ca42458515f71cb535a1/IoT-based-Edge-and-Cloud-Computing-for-Smart-Environmental-Engineering-Applications.pdf,"https://scholar.google.com/scholar?cites=10749488570031240810&as_sdt=2005&sciodt=0,5&hl=en",314
1,"Y Kim, N An, J Park, H Lim",Mobility support for vehicular cloud radio-access-networks with edge computing,2018,2018 IEEE 7th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8549365/,"https://scholar.google.com/scholar?cites=3284019405011564690&as_sdt=2005&sciodt=0,5&hl=en",315
1,"M Chinnici, S De Vito",IoT meets opportunities and challenges: edge computing in deep urban environment,2018,Dependable IoT for Human and Industry,books.google.com,https://books.google.com/books?hl=en&lr=&id=4vaODwAAQBAJ&oi=fnd&pg=PA241&dq=%22edge+computing%22+-%22multi-access%22+-%22fog%22+-%22mobile-edge%22+-%22maps%22+-%22graph%22+-%22graphs%22+-%22detection%22&ots=gjBjOutfMw&sig=YjdWsuWtXYuPmHD71va0NpM__Hs,"https://scholar.google.com/scholar?cites=1164718630984644073&as_sdt=2005&sciodt=0,5&hl=en",316
1,"H Guo, J Zhang, J Liu, H Zhang…",Energy-Efficient Task Offloading and Transmit Power Allocation for Ultra-Dense Edge Computing,2018,2018 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647895/,"https://scholar.google.com/scholar?cites=14375667205695278665&as_sdt=2005&sciodt=0,5&hl=en",317
2,"P Ritrovato, F Xhafa, A Giordano",Edge and cluster computing as enabling infrastructure for internet of medical things,2018,2018 IEEE 32nd International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8432310/,"https://scholar.google.com/scholar?cites=10619839779599050426&as_sdt=2005&sciodt=0,5&hl=en",318
2,"T Xu, J Jiao, X Chen, Y Chen",Social-aware D2D caching content deployment strategy over edge computing wireless networks,2018,2018 27th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8487439/,"https://scholar.google.com/scholar?cites=1826365353061269607&as_sdt=2005&sciodt=0,5&hl=en",319
1,"H Xue, KT Kim, HY Youn",Packet Scheduling for Multiple-Switch Software-Defined Networking in Edge Computing Environment,2018,Wireless Communications and Mobile …,hindawi.com,https://www.hindawi.com/journals/wcmc/2018/7659085/abs/,"https://scholar.google.com/scholar?cites=15021693705968997573&as_sdt=2005&sciodt=0,5&hl=en",320
1,"Z Wang, F Guo, Y Meng, H Li, H Zhu…",Detecting vehicle anomaly by sensor consistency: An edge computing based mechanism,2018,2018 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647567/,"https://scholar.google.com/scholar?cites=3753759889302273949&as_sdt=2005&sciodt=0,5&hl=en",321
2,"TD Nguyen, EN Huh",ECSim++: An INET-based simulation tool for modeling and control in edge cloud computing,2018,… Conference on Edge Computing (EDGE),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8473380/,"https://scholar.google.com/scholar?cites=12224053321592521481&as_sdt=2005&sciodt=0,5&hl=en",322
2,"J Patman, P Lovett, A Banning, A Barnert…",Data-Driven Edge Computing Resource Scheduling for Protest Crowds Incident Management,2018,2018 IEEE 17th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8548069/,"https://scholar.google.com/scholar?cites=7162740205599231857&as_sdt=2005&sciodt=0,5&hl=en",323
1,"L Ni, H Lin, M Zhang, J Zhang",Hybrid Filtrations Recommendation System based on Privacy Preserving in Edge Computing,2018,Procedia Computer Science,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877050918302291,"https://scholar.google.com/scholar?cites=14091275386239362663&as_sdt=2005&sciodt=0,5&hl=en",324
2,"LP Huang, MH Hong, CH Luo…",A vector mosquitoes classification system based on edge computing and deep learning,2018,2018 Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8588471/,"https://scholar.google.com/scholar?cites=6530585116282000648&as_sdt=2005&sciodt=0,5&hl=en",325
1,"S Rani, SH Ahmed",Secure edge computing: An architectural approach and industrial use case,2018,Internet Technology Letters,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/itl2.68,"https://scholar.google.com/scholar?cites=3166187866202924788&as_sdt=2005&sciodt=0,5&hl=en",326
19,SR Carter,Techniques for dynamic cloud-based edge service computing,2018,"US Patent 9,898,342",Google Patents,https://patents.google.com/patent/US9898342B2/en,"https://scholar.google.com/scholar?cites=7217472961420961280&as_sdt=2005&sciodt=0,5&hl=en",327
1,EL Guardo,"Edge Computing: challenges, solutions and architectures arising from the integration of Cloud Computing with Internet of Things",2018,,archivia.unict.it,http://archivia.unict.it/handle/10761/3908,"https://scholar.google.com/scholar?cites=13748929872537513510&as_sdt=2005&sciodt=0,5&hl=en",329
1,"W Ding, Z Zhao",DS-Harmonizer: A Harmonization Service on Spatiotemporal Data Stream in Edge Computing Environment,2018,Wireless Communications and Mobile Computing,hindawi.com,https://www.hindawi.com/journals/wcmc/2018/9354273/abs/,"https://scholar.google.com/scholar?cites=286687800386008487&as_sdt=2005&sciodt=0,5&hl=en",330
1,"T Yang, Z Jiang, J Dong, H Feng…",Multi Agents to Search and Rescue Based on Group Intelligent Algorithm and Edge Computing,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8726580/,"https://scholar.google.com/scholar?cites=16824367438684129003&as_sdt=2005&sciodt=0,5&hl=en",331
2,"T Haramaki, H Nishino",A Safe Driving Support System Based on Distributed Cooperative Edge Computing,2018,2018 IEEE International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8448585/,"https://scholar.google.com/scholar?cites=11543127094899810104&as_sdt=2005&sciodt=0,5&hl=en",332
1,"T Le Duc, PO Oestberg","Application, workload, and infrastructure models for virtualized content delivery networks deployed in edge computing environments",2018,2018 27th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8487450/,"https://scholar.google.com/scholar?cites=10129811752519536087&as_sdt=2005&sciodt=0,5&hl=en",333
