Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,,,
26,"MA Rahman, MS Hossain, E Hassanain, ...",Semantic multimedia fog computing and IoT environment: Sustainability perspective,2018,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8360855/,"https://scholar.google.com/scholar?cites=6734243159324889588&as_sdt=2005&sciodt=0,5&hl=en",58,,,
38,"G Zhang, T Wang, G Wang, A Liu, ...",Detection of hidden data attacks combined fog computing and trust evaluation method in sensor‐cloud system,2018,… : Practice and Experience,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.5109,"https://scholar.google.com/scholar?cites=4065385824079893834&as_sdt=2005&sciodt=0,5&hl=en",59,,,
34,"Z Su, Q Xu, J Luo, H Pu, Y Peng, ...",A secure content caching scheme for disaster backup in fog computing enabled mobile social networks,2018,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8395067/,"https://scholar.google.com/scholar?cites=245282330036793162&as_sdt=2005&sciodt=0,5&hl=en",60,,,
43,"DA Chekired, L Khoukhi, ...",Industrial IoT data scheduling based on hierarchical fog computing: a key for enabling smart factory,2018,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8371624/,"https://scholar.google.com/scholar?cites=9674520622496360227&as_sdt=2005&sciodt=0,5&hl=en",61,,,
46,"I Froiz-Míguez, TM Fernández-Caramés, ...","Design, implementation and practical evaluation of an IoT home automation system for fog computing applications based on MQTT and ZigBee-WiFi sensor nodes",2018,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/18/8/2660,"https://scholar.google.com/scholar?cites=11363644321025078303&as_sdt=2005&sciodt=0,5&hl=en",62,,,
16,"A Khakimov, A Muthanna, ...",Study of fog computing structure,2018,2018 IEEE Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8317028/,"https://scholar.google.com/scholar?cites=11343858993473472811&as_sdt=2005&sciodt=0,5&hl=en",63,,,
33,"TM Fernández-Caramés, P Fraga-Lamas, ...",A fog computing and cloudlet based augmented reality system for the industry 4.0 shipyard,2018,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/18/6/1798,"https://scholar.google.com/scholar?cites=16746480930105029444&as_sdt=2005&sciodt=0,5&hl=en",64,,,
26,"D Roca, R Milito, M Nemirovsky, M Valero",Tackling IoT Ultra Large Scale Systems: fog computing in support of hierarchical emergent behaviors,2018,Fog computing in the internet …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-57639-8_3,"https://scholar.google.com/scholar?cites=1428281723961149101&as_sdt=2005&sciodt=0,5&hl=en",65,,,
29,"Y Wang, K Wang, H Huang, ...",Traffic and computation co-offloading with reinforcement learning in fog computing for industrial applications,2018,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8552454/,"https://scholar.google.com/scholar?cites=11952611640151404438&as_sdt=2005&sciodt=0,5&hl=en",66,,,
77,"A Abeshu, N Chilamkurti",Deep learning: The frontier for distributed attack detection in fog-to-things computing,2018,IEEE Communications Magazine,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8291134/,"https://scholar.google.com/scholar?cites=12329558859820918187&as_sdt=2005&sciodt=0,5&hl=en",67,,,
32,"M Arif, G Wang, VE Balas",Secure VANETs: trusted communication scheme between vehicles and infrastructure based on fog computing,2018,Stud. Inform. Control,researchgate.net,https://www.researchgate.net/profile/Valentina_Balas/publication/326622592_Secure_VANETs_Trusted_Communication_Scheme_Between_Vehicles_and_Infrastructure_Based_on_Fog_Computing/links/5d10a3fa92851cf440465458/Secure-VANETs-Trusted-Communication-Scheme-Between-Vehicles-and-Infrastructure-Based-on-Fog-Computing.pdf,"https://scholar.google.com/scholar?cites=11388284611399581842&as_sdt=2005&sciodt=0,5&hl=en",68,,,
30,"MS de Brito, S Hoque, R Steinke, ...",Application of the fog computing paradigm to smart factories and cyber‐physical systems,2018,Transactions on …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3184,"https://scholar.google.com/scholar?cites=227990920060006962&as_sdt=2005&sciodt=0,5&hl=en",69,,,
25,"A Hosseinian-Far, M Ramachandran, ...","Emerging trends in cloud computing, big data, fog computing, IoT and smart living",2018,Technology for Smart …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-60137-3_2,"https://scholar.google.com/scholar?cites=9409653072284706975&as_sdt=2005&sciodt=0,5&hl=en",70,,,
23,"A Ahmed, G Pierre",Docker container deployment in fog computing infrastructures,2018,… Conference on Edge Computing (EDGE),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8473370/,"https://scholar.google.com/scholar?cites=10046297284633715749&as_sdt=2005&sciodt=0,5&hl=en",71,,,
19,"FH Tseng, MS Tsai, CW Tseng, YT Yang, ...",A lightweight autoscaling mechanism for fog computing in industrial applications,2018,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8272512/,"https://scholar.google.com/scholar?cites=11332220869465035562&as_sdt=2005&sciodt=0,5&hl=en",72,,,
22,"C Zhu, G Pastor, Y Xiao, Y Li, ...",Fog following me: Latency and quality balanced task allocation in vehicular fog computing,2018,2018 15th Annual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8397129/,"https://scholar.google.com/scholar?cites=15432206916400334981&as_sdt=2005&sciodt=0,5&hl=en",73,,,
17,"A Aljumah, TA Ahanger",Fog computing and security issues: A review,2018,2018 7th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8390464/,"https://scholar.google.com/scholar?cites=8126450761032439519&as_sdt=2005&sciodt=0,5&hl=en",74,,,
32,"R Oma, S Nakamura, D Duolikun, T Enokido, ...",An energy-efficient model for fog computing in the internet of things (IoT),2018,Internet of Things,Elsevier,https://www.sciencedirect.com/science/article/pii/S2542660518300386,"https://scholar.google.com/scholar?cites=11482198903424422238&as_sdt=2005&sciodt=0,5&hl=en",75,,,
18,"C Wöbker, A Seitz, H Mueller, ...",Fogernetes: Deployment and management of fog computing applications,2018,NOMS 2018-2018 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8406321/,"https://scholar.google.com/scholar?cites=9878753996034289928&as_sdt=2005&sciodt=0,5&hl=en",76,,,
26,"X Lyu, C Ren, W Ni, H Tian, ...",Distributed optimization of collaborative regions in large-scale inhomogeneous fog computing,2018,IEEE Journal on Selected …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8314676/,"https://scholar.google.com/scholar?cites=13429733799517378512&as_sdt=2005&sciodt=0,5&hl=en",77,,,
21,"Q Li, L Zhao, J Gao, H Liang, L Zhao, ...",SMDP-based coordinated virtual machine allocations in cloud-fog computing systems,2018,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8331089/,"https://scholar.google.com/scholar?cites=9288990155724092490&as_sdt=2005&sciodt=0,5&hl=en",78,,,
23,"CC Lin, JW Yang",Cost-efficient deployment of fog computing systems at logistics centers in industry 4.0,2018,IEEE Transactions on Industrial Informatics,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8339513/,"https://scholar.google.com/scholar?cites=13557084210184993960&as_sdt=2005&sciodt=0,5&hl=en",79,,,
19,"A Coutinho, F Greve, C Prazeres, ...",Fogbed: A rapid-prototyping emulation environment for fog computing,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8423003/,"https://scholar.google.com/scholar?cites=5329200274401076026&as_sdt=2005&sciodt=0,5&hl=en",80,,,
25,"AH Sodhro, S Pirbhulal, AK Sangaiah, S Lohano, ...",5G-based transmission power control mechanism in fog computing for Internet of Things devices,2018,Sustainability,mdpi.com,https://www.mdpi.com/2071-1050/10/4/1258,"https://scholar.google.com/scholar?cites=16482250020002855068&as_sdt=2005&sciodt=0,5&hl=en",81,,,
14,"A Brogi, S Forti, A Ibrahim, ...",Bonsai in the fog: An active learning lab with fog computing,2018,… Mobile Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8364048/,"https://scholar.google.com/scholar?cites=10425691139615555585&as_sdt=2005&sciodt=0,5&hl=en",82,,,
33,"TM Fernández-Caramés, P Fraga-Lamas, ...",A fog computing based cyber-physical system for the automation of pipe-related tasks in the Industry 4.0 shipyard,2018,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/18/6/1961,"https://scholar.google.com/scholar?cites=16149156618484489078&as_sdt=2005&sciodt=0,5&hl=en",83,,,
20,"S Jošilo, G Dán",Decentralized algorithm for randomized task allocation in fog computing systems,2018,IEEE/ACM Transactions on Networking,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8571179/,"https://scholar.google.com/scholar?cites=11781492593508217561&as_sdt=2005&sciodt=0,5&hl=en",84,,,
21,"Y Sun, F Lin, H Xu",Multi-objective optimization of resource scheduling in fog computing using an improved nsga-ii,2018,Wireless Personal Communications,Springer,https://link.springer.com/article/10.1007/s11277-017-5200-5,"https://scholar.google.com/scholar?cites=5852748967050194330&as_sdt=2005&sciodt=0,5&hl=en",85,,,
21,"T Lu, S Chang, W Li",Fog computing enabling geographic routing for urban area vehicular network,2018,Peer-to-Peer Networking and Applications,Springer,https://link.springer.com/article/10.1007/s12083-017-0560-x,"https://scholar.google.com/scholar?cites=17953674584791904355&as_sdt=2005&sciodt=0,5&hl=en",86,,,
19,"CA García‐Pérez, P Merino",Experimental evaluation of fog computing techniques to reduce latency in LTE networks,2018,Transactions on Emerging …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3201,"https://scholar.google.com/scholar?cites=16489492055291418590&as_sdt=2005&sciodt=0,5&hl=en",87,,,
21,"R Oma, S Nakamura, T Enokido, ...",A tree-based model of energy-efficient fog computing systems in IoT,2018,Conference on Complex …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-93659-8_92,"https://scholar.google.com/scholar?cites=3010936856606169952&as_sdt=2005&sciodt=0,5&hl=en",89,,,
22,"M Lavassani, S Forsström, U Jennehag, T Zhang",Combining fog computing with sensor mote machine learning for industrial IoT,2018,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/18/5/1532,"https://scholar.google.com/scholar?cites=6996070495927720872&as_sdt=2005&sciodt=0,5&hl=en",90,,,
19,"R Oma, S Nakamura, D Duolikun, T Enokido, ...",Evaluation of an energy-efficient tree-based model of fog computing,2018,… Conference on Network …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-98530-5_9,"https://scholar.google.com/scholar?cites=13763335245101005123&as_sdt=2005&sciodt=0,5&hl=en",91,,,
21,"G Li, J Wu, J Li, Z Guan, L Guo",Fog computing-enabled secure demand response for Internet of energy against collusion attacks using consensus and ACE,2018,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8281492/,"https://scholar.google.com/scholar?cites=4505127001064166116&as_sdt=2005&sciodt=0,5&hl=en",92,,,
20,"X Kui, Y Sun, S Zhang, Y Li",Characterizing the capability of vehicular fog computing in large-scale urban environment,2018,Mobile Networks and Applications,Springer,https://link.springer.com/article/10.1007/s11036-017-0969-8,"https://scholar.google.com/scholar?cites=16884765580654239565&as_sdt=2005&sciodt=0,5&hl=en",93,,,
21,"Y Zhang, H Zhang, K Long, Q Zheng, ...",Software-defined and fog-computing-based next generation vehicular networks,2018,IEEE Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8466353/,"https://scholar.google.com/scholar?cites=8280073930001061137&as_sdt=2005&sciodt=0,5&hl=en",94,,,
15,"G Zhang, F Shen, Y Yang, H Qian, ...",Fair task offloading among fog nodes in fog computing networks,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8422316/,"https://scholar.google.com/scholar?cites=15392141121899065345&as_sdt=2005&sciodt=0,5&hl=en",95,,,
19,"D He, Y Qiao, S Chan, N Guizani",Flight security and safety of drones in airborne fog computing systems,2018,IEEE Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8360852/,"https://scholar.google.com/scholar?cites=13332689371369508657&as_sdt=2005&sciodt=0,5&hl=en",96,,,
15,"T Chen, Q Ling, Y Shen, ...",Heterogeneous Online Learning for “Thing-Adaptive” Fog Computing in IoT,2018,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8421013/,"https://scholar.google.com/scholar?cites=6058516669991865582&as_sdt=2005&sciodt=0,5&hl=en",97,,,
19,"M Yang, T Zhu, B Liu, Y Xiang, W Zhou",Machine learning differential privacy with multifunctional aggregation in a fog computing architecture,2018,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8320274/,"https://scholar.google.com/scholar?cites=7206445233608445343&as_sdt=2005&sciodt=0,5&hl=en",98,,,
24,"NK Giang, R Lea, M Blackstock, ...",Fog at the edge: Experiences building an edge computing platform,2018,… on Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8473371/,"https://scholar.google.com/scholar?cites=9888357346596605652&as_sdt=2005&sciodt=0,5&hl=en",100,,,
21,"P Pop, ML Raagaard, M Gutierrez, ...",Enabling fog computing for industrial automation through time-sensitive networking (TSN),2018,IEEE Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8412464/,"https://scholar.google.com/scholar?cites=16852589313840833903&as_sdt=2005&sciodt=0,5&hl=en",101,,,
18,"FY Okay, S Ozdemir",A secure data aggregation protocol for fog computing based smart grids,2018,2018 IEEE 12th International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8372598/,"https://scholar.google.com/scholar?cites=607552812630629744&as_sdt=2005&sciodt=0,5&hl=en",102,,,
21,"C Zhu, J Tao, G Pastor, Y Xiao, Y Ji, ...",Folo: Latency and quality optimized task allocation in vehicular fog computing,2018,IEEE Internet of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8489874/,"https://scholar.google.com/scholar?cites=15594811100539890257&as_sdt=2005&sciodt=0,5&hl=en",103,,,
20,"FJ Ferrández-Pastor, H Mora, A Jimeno-Morenilla, ...",Deployment of IoT edge and fog computing technologies to develop smart building services,2018,Sustainability,mdpi.com,https://www.mdpi.com/2071-1050/10/11/3832,"https://scholar.google.com/scholar?cites=17287213400488756846&as_sdt=2005&sciodt=0,5&hl=en",104,,,
15,"J Grover, A Jain, S Singhal, A Yadav",Real-time vanet applications using fog computing,2018,"… , Innovations and Computing",Springer,https://link.springer.com/chapter/10.1007/978-981-10-5828-8_65,"https://scholar.google.com/scholar?cites=1354014388454267263&as_sdt=2005&sciodt=0,5&hl=en",105,,,
13,"B Negash, AM Rahmani, P Liljeberg, ...",Fog computing fundamentals in the internet-of-things,2018,Fog computing in the …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-57639-8_1,"https://scholar.google.com/scholar?cites=9881122267995786213&as_sdt=2005&sciodt=0,5&hl=en",106,,,
21,"Q Yaseen, F Albalas, Y Jararwah, ...",Leveraging fog computing and software defined systems for selective forwarding attacks detection in mobile wireless sensor networks,2018,Transactions on …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3183,"https://scholar.google.com/scholar?cites=13717992951074251024&as_sdt=2005&sciodt=0,5&hl=en",107,,,
15,"M Zeng, Y Li, K Zhang, M Waqas, ...",Incentive mechanism design for computation offloading in heterogeneous fog computing: A contract-based approach,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8422684/,"https://scholar.google.com/scholar?cites=12531448412499231527&as_sdt=2005&sciodt=0,5&hl=en",108,,,
16,"JL Pérez, A Gutierrez-Torre, JL Berral, ...",A resilient and distributed near real-time traffic forecasting application for Fog computing environments,2018,Future Generation …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X1732678X,"https://scholar.google.com/scholar?cites=10817583645375629218&as_sdt=2005&sciodt=0,5&hl=en",109,,,
17,"G Jia, G Han, H Wang, F Wang",Cost aware cache replacement policy in shared last-level cache for hybrid memory based fog computing,2018,Enterprise Information Systems,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/17517575.2017.1295321,"https://scholar.google.com/scholar?cites=14239687285726197977&as_sdt=2005&sciodt=0,5&hl=en",110,,,
