Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,,
5,"Q Gu, G Wang, J Liu, R Fan, D Fan…",Optimal offloading with non-orthogonal multiple access in mobile edge computing,2018,2018 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647179/,"https://scholar.google.com/scholar?cites=848832228203907274&as_sdt=2005&sciodt=0,5&hl=en",192,2,"By allowing mobile device to offload all or part of a latency-constrained computational task to a base station at the edge of a network, mobile edge computing (MEC) is a promising technique to help the mobile device save its energy consumption. In this paper, we consider …"
4,"S Wang, C Pan, C Yin",Joint heterogeneous tasks offloading and resource allocation in mobile edge computing systems,2018,2018 10th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8555725/,"https://scholar.google.com/scholar?cites=12461106503371875951&as_sdt=2005&sciodt=0,5&hl=en",193,2,"By offloading computationally intensive tasks to the edge cloud, the mobile edge computing (MEC) technique has the potential to realize the critical millisecond-scale latency requirement of next generation mobile services. In this paper, we study heterogeneous tasks …"
6,"TT Vu, N Van Huynh, DT Hoang…",Offloading energy efficiency with delay constraint for cooperative mobile edge computing networks,2018,2018 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647856/,"https://scholar.google.com/scholar?cites=7812249446873513922&as_sdt=2005&sciodt=0,5&hl=en",194,2,We propose a novel edge computing network architecture that enables edge nodes to cooperate in sharing computing and radio resources to minimize the total energy consumption of mobile users while meeting their delay requirements. To find the optimal …
6,"K Li, M Tao, Z Chen",Exploiting computation replication in multi-user multi-server mobile edge computing networks,2018,2018 IEEE Global Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8648075/,"https://scholar.google.com/scholar?cites=4084502869674269777&as_sdt=2005&sciodt=0,5&hl=en",195,2,"In mobile edge computing (MEC) systems, mobile devices can offload their computation-intensive tasks to edge servers to save energy and shorten latency. However, the extra latency for downloading the computed results back may degrade the benefits of computation …"
5,"L Huang, X Feng, L Qian, Y Wu",Deep reinforcement learning-based task offloading and resource allocation for mobile edge computing,2018,International Conference on Machine …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-00557-3_4,"https://scholar.google.com/scholar?cites=10136825736789521525&as_sdt=2005&sciodt=0,5&hl=en",196,2,We consider a mobile edge computing system that every user has multiple tasks being offloaded to edge server via wireless networks. Our goal is to acquire a satisfactory task offloading and resource allocation decision for each user so as to minimize energy …
3,"B Gu, Z Zhou, S Mumtaz, V Frascolla…",Context-aware task offloading for multi-access edge computing: matching with externalities,2018,2018 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647845/,"https://scholar.google.com/scholar?cites=7028179014328398245&as_sdt=2005&sciodt=0,5&hl=en",197,2,"Multi-Access Edge Computing (MEC) is an emerging technology that leverages computing, storage and network resources deployed at the proximity of users to offload terminal from computational-and delay-sensitive tasks. Various existing facilities including mobile devices …"
4,"N Wang, W Shao, SK Bose…",MixCo: Optimal cooperative caching for mobile edge computing in fiber-wireless access networks,2018,Optical Fiber …,osapublishing.org,https://www.osapublishing.org/abstract.cfm?uri=OFC-2018-Th1B.6,"https://scholar.google.com/scholar?cites=6003591351865561023&as_sdt=2005&sciodt=0,5&hl=en",198,2,"We consider the optimal content caching problem among Mobile Edge Computing (MEC) servers in a Fiber-Wireless (FiWi) access network, to minimize the average content delivery latency subject to limited storage and computing capacity of each server. An MILP model …"
3,"M Hua, Y Wang, Z Zhang, C Li…",Optimal resource partitioning and bit allocation for UAV-enabled mobile edge computing,2018,2018 IEEE 88th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8690707/,"https://scholar.google.com/scholar?cites=9341132969032533128&as_sdt=2005&sciodt=0,5&hl=en",199,2,"In this paper, we employ the unmanned aerial vehicle (UAV) as a flying base station (BS) to offload the data computing tasks from mobile terminal (MT) for saving mobile energy consumption. Our goal is to minimize consumption of the computational tasks at MT by …"
5,"Q Liu, Z Su, Y Hui",Computation offloading scheme to improve qoe in vehicular networks with mobile edge computing,2018,2018 10th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8555879/,"https://scholar.google.com/scholar?cites=11256020795642603329&as_sdt=2005&sciodt=0,5&hl=en",200,2,"Mobile edge computing (MEC) is a new paradigm to improve the quality of vehicular services by providing computation offloading close to vehicular terminals (VTs). However, due to the computation limitation of the MEC servers, how to optimally utilize the limited …"
9,ME Computing,Deployment of Mobile Edge Computing in an NVF environment,2018,ETSI GR MEC,,,"https://scholar.google.com/scholar?cites=2599704561720817948&as_sdt=2005&sciodt=0,5&hl=en",201,2,
5,"N Janatian, I Stupia…",Optimal offloading strategy and resource allocation in SWIPT-based mobile-edge computing networks,2018,2018 15th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8491214/,"https://scholar.google.com/scholar?cites=15998787957644526497&as_sdt=2005&sciodt=0,5&hl=en",202,2,"In this paper, we consider a simultaneous wireless information and power transfer (SWIPT)-based mobile edge computing (MEC) system consisting of a multi-antenna access point (AP), multiple single antenna ultra-low power devices (ULPDs) and a MEC server. The …"
3,"T Sanguanpuak, N Rajatheva, D Niyato…",Network slicing with mobile edge computing for micro-operator networks in beyond 5G,2018,2018 21st …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8712904/,"https://scholar.google.com/scholar?cites=1551845663486391694&as_sdt=2005&sciodt=0,5&hl=en",203,2,"We model the scenarios of network slicing allocation for the micro-operator (MO) network. The MO creates the slices"" as a service"" of wireless resource and then allocates these slices to multiple mobile network operators (MNOs). We propose the slice allocation problem of …"
4,"Z Yang, J Hou, M Shikh-Bahaei",Resource allocation in full-duplex mobile-edge computing systems with noma and energy harvesting,2018,arXiv preprint arXiv:1807.11846,arxiv.org,https://arxiv.org/abs/1807.11846,"https://scholar.google.com/scholar?cites=3649109623550013767&as_sdt=2005&sciodt=0,5&hl=en",204,2,"This paper considers a full-duplex (FD) mobile-edge computing (MEC) system with non-orthogonal multiple access (NOMA) and energy harvesting (EH), where one group of users simultaneously offload task data to the base station (BS) via NOMA and the BS …"
3,"X Yu, M Guan, M Liao, X Fan",Pre-migration of vehicle to network services based on priority in mobile edge computing,2018,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8588992/,"https://scholar.google.com/scholar?cites=14421479600962033013&as_sdt=2005&sciodt=0,5&hl=en",205,2,"In 5G mobile networks, the convergence of cloud computing and communication leads to mobile edge computing, benefiting vehicular networks. However, the advent of a wide variety of new services and devices has changed the vehicular network landscape …"
4,"J Zhou, F Wu, K Zhang, Y Mao…",Joint optimization of offloading and resource allocation in vehicular networks with mobile edge computing,2018,2018 10th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8555636/,"https://scholar.google.com/scholar?cites=14279824526465698434&as_sdt=2005&sciodt=0,5&hl=en",206,2,"As a typical application of the technology of Internet of Things (IoT), Internet of Vehicle (IoV) is facing the explosive computation demands and restrict delay constrains. Vehicular networks with mobile edge computing (MEC) is a promising approach to address this …"
5,"Z Zhang, FR Yu, F Fu, Q Yan…",Joint offloading and resource allocation in mobile edge computing systems: An actor-critic approach,2018,2018 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647593/,"https://scholar.google.com/scholar?cites=18122061738231529586&as_sdt=2005&sciodt=0,5&hl=en",207,2,"Offloading computationally intensive tasks from user equipments (UEs) to mobile edge computing (MEC) servers is a promising technique to boost up the computational capacity of UEs. However, MEC will incur extra energy consumption and time delays, which motivates …"
5,"H Zhang, Z Chen, J Wu, Y Deng, Y Xiao, K Liu, M Li",Energy-efficient online resource management and allocation optimization in multi-user multi-task mobile-edge computing systems with hybrid energy harvesting,2018,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/18/9/3140,"https://scholar.google.com/scholar?cites=901994940066072505&as_sdt=2005&sciodt=0,5&hl=en",208,2,Abstract Mobile Edge Computing (MEC) has evolved into a promising technology that can relieve computing pressure on wireless devices (WDs) in the Internet of Things (IoT) by offloading computation tasks to the MEC server. Resource management and allocation are …
3,"Y Wang, M Sheng, X Wang, J Li",Cooperative dynamic voltage scaling and radio resource allocation for energy-efficient multiuser mobile edge computing,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8422629/,"https://scholar.google.com/scholar?cites=11581209491843350062&as_sdt=2005&sciodt=0,5&hl=en",209,2,"Mobile-Edge Computing (MEC) could relieve computing pressure of resource-constrained Smart Mobile Devices (SMDs) by offloading computation-intensive tasks to nearby/MEC server. However, how to achieve energy efficient computation offloading for SMDs under …"
4,"K Guo, M Yang, Y Zhang, Y Ji",An Efficient Dynamic Offloading Approach based on Optimization Technique for Mobile Edge Computing,2018,2018 6th IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8350435/,"https://scholar.google.com/scholar?cites=18417621392129031242&as_sdt=2005&sciodt=0,5&hl=en",210,2,"Mobile Cloud Computing (MCC) is a new paradigm to provide computation capabilities at the edge networks near mobile devices to speed up the executions of mobile applications and reduce the power consumptions at mobile devices. In this paper, we focus on the …"
5,"YD Lin, YC Lai, JX Huang…","Three-tier capacity and traffic allocation for core, edges, and devices for mobile edge computing",2018,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8402110/,"https://scholar.google.com/scholar?cites=9944177943136770695&as_sdt=2005&sciodt=0,5&hl=en",211,2,"In order to satisfy the 5G requirements of ultra-low latency, mobile edge computing (MEC)-based architecture, composed of three-tier nodes, core, edges, and devices, is proposed. In MEC-based architecture, previous studies focused on the controlplane issue, ie, how to …"
